mCG_123106	3.807354922	2.807354922	3.700439718	1.584962501	1.584962501	2.321928095	1.584962501	1	1	0	1	2	0	1.584962501	1	1	2	0
Nalcn	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Btbd17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slfn4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Th	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mCG_11077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Scnn1g	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Drp2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tspan32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Art1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phemx	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tssc6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lhx2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clec2g	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Clec2f	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Ddv10	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Ocilrp1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Gmpr	3.700439718	4.087462841	4.459431619	3.807354922	3.584962501	3.906890596	3.169925001	3	3.321928095	3.807354922	3.584962501	3.169925001	3.321928095	2	1.584962501	2.807354922	3.584962501	2.584962501
Gmpr1	3.700439718	4.087462841	4.459431619	3.807354922	3.584962501	3.906890596	3.169925001	3	3.321928095	3.807354922	3.584962501	3.169925001	3.321928095	2	1.584962501	2.807354922	3.584962501	2.584962501
Glra1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mid2	2.807354922	1.584962501	3	2.807354922	0	2.807354922	0	1.584962501	0	2.584962501	1	0	1	0	0	1	1	0
Trim25	3.321928095	3	1.584962501	3.169925001	1	2.321928095	2.584962501	1	1.584962501	1	1	1	1	0	1.584962501	1	2.321928095	2
Efp	3.321928095	3	1.584962501	3.169925001	1	2.321928095	2.584962501	1	1.584962501	1	1	1	1	0	1.584962501	1	2.321928095	2
Zfp147	3.321928095	3	1.584962501	3.169925001	1	2.321928095	2.584962501	1	1.584962501	1	1	1	1	0	1.584962501	1	2.321928095	2
Znf147	3.321928095	3	1.584962501	3.169925001	1	2.321928095	2.584962501	1	1.584962501	1	1	1	1	0	1.584962501	1	2.321928095	2
Dgke	3	3.700439718	3.321928095	3.169925001	3.584962501	2.321928095	1	1.584962501	2.584962501	3.169925001	1.584962501	2.584962501	2.807354922	2.584962501	2.321928095	2.584962501	2.321928095	1.584962501
Scpep1	3	1.584962501	2.584962501	3.321928095	2	1	0	0	1	0	1	0	2.584962501	0	1.584962501	0	0	0
Risc	3	1.584962501	2.584962501	3.321928095	2	1	0	0	1	0	1	0	2.584962501	0	1.584962501	0	0	0
Mnt	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0
Itgb2	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
mCG_3383	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Hddc2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tpd52l1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Pemt	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pempt	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pemt2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cdh4	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0
Ckmt1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
mCG_11963	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Bcl6b	0	0	0	0	0	1.584962501	0	0	0	0	0	1.584962501	0	1.584962501	0	1	0	0
mCG_21510	0	0	0	0	0	1.584962501	0	0	0	0	0	1.584962501	0	1.584962501	0	1	0	0
Clec10a	0	1.584962501	1	1.584962501	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Mgl	0	1.584962501	1	1.584962501	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Mgl1	0	1.584962501	1	1.584962501	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Alox12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arvcf	6	6.108524457	6.087462841	6.686500527	6.754887502	6.845490051	6.539158811	6.475733431	6.022367813	6.584962501	6.321928095	6.50779464	6.266786541	6.672425342	6.930737338	6.918863237	6.442943496	6.247927513
Comt	5	5.321928095	5.554588852	5.672425342	5.392317423	5.727920455	5.285402219	5.087462841	4.95419631	4.64385619	5.209453366	5.209453366	5.044394119	5.554588852	5.64385619	4.807354922	5.129283017	4.857980995
RtcA	2.321928095	2	1.584962501	2.321928095	1	2	0	0	1.584962501	1	1	0	0	0	0	1.584962501	0	0
Rpc1	2.321928095	2	1.584962501	2.321928095	1	2	0	0	1.584962501	1	1	0	0	0	0	1.584962501	0	0
Rtcd1	2.321928095	2	1.584962501	2.321928095	1	2	0	0	1.584962501	1	1	0	0	0	0	1.584962501	0	0
Dbt	3	2.584962501	4.321928095	4	4.087462841	2.584962501	3.321928095	1.584962501	2.807354922	3.169925001	3.169925001	3.807354922	3.700439718	3.459431619	3	0	3	2.584962501
Dazap2	6.169925001	5.554588852	5.087462841	4.906890596	5.169925001	4.857980995	3.906890596	4.321928095	4.459431619	4.087462841	4.392317423	4.247927513	3.906890596	3.321928095	4.700439718	3.169925001	4.523561956	3.459431619
Prtb	6.169925001	5.554588852	5.087462841	4.906890596	5.169925001	4.857980995	3.906890596	4.321928095	4.459431619	4.087462841	4.392317423	4.247927513	3.906890596	3.321928095	4.700439718	3.169925001	4.523561956	3.459431619
Mcts1	2.321928095	3.321928095	2.321928095	1.584962501	1.584962501	0	1.584962501	1	2	1	1	1	2.807354922	1	1	1	0	0
Rem1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Rem	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Rnf17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trappc10	3.584962501	3.700439718	3.169925001	3.459431619	1	3.169925001	1.584962501	2.321928095	3.169925001	2	1.584962501	2.321928095	2.584962501	2	1.584962501	0	1.584962501	1.584962501
Ccm2	1	0	1	2.321928095	1	1	0	0	1	1.584962501	1	0	0	1	0	0	1	1
Osm	1	0	1	2.321928095	1	1	0	0	1	1.584962501	1	0	0	1	0	0	1	1
Wap	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tbrg4	2.321928095	2	2.321928095	3.169925001	2.807354922	2.584962501	1.584962501	1.584962501	2.584962501	1.584962501	1.584962501	2	2	1.584962501	1	2.321928095	1.584962501	2
Kiaa0948	2.321928095	2	2.321928095	3.169925001	2.807354922	2.584962501	1.584962501	1.584962501	2.584962501	1.584962501	1.584962501	2	2	1.584962501	1	2.321928095	1.584962501	2
Tmprss2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mx1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fap	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gcg	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ndufa9	5	4.64385619	5.209453366	4.95419631	5.087462841	4.754887502	3.584962501	3.700439718	4.523561956	4.459431619	4.392317423	3.906890596	4.247927513	4.169925001	4.087462841	3.584962501	3.906890596	3.700439718
Egfl6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Maeg	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lck	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Lsk-t	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Tssk3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stk22c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stk22d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cttnbp2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Galnt1	5.044394119	4.700439718	4.392317423	3.700439718	4.169925001	3.584962501	3	3	3.321928095	4.169925001	2.807354922	3.807354922	3.321928095	2.584962501	3	0	3.584962501	3.169925001
Myf5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mCG_16983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mkrn2	5.426264755	5.727920455	5.044394119	5.087462841	4.247927513	5.247927513	4.700439718	4.64385619	5.169925001	4.95419631	5.247927513	4.807354922	4.906890596	4.857980995	5.285402219	4.392317423	5.044394119	4.523561956
Pparg	1	0	1.584962501	1.584962501	2.584962501	0	0	0	1	0	0	0	0	0	0	0	1	1
Raf1	8.312882955	8.103287808	8.164906927	8.082149041	8.124121312	8.233619677	8.092757141	8.098032083	7.741466986	7.977279923	7.592457037	7.857980995	7.87036472	8.209453366	8.189824559	7.826548487	8.184875343	7.686500527
Craf	8.312882955	8.103287808	8.164906927	8.082149041	8.124121312	8.233619677	8.092757141	8.098032083	7.741466986	7.977279923	7.592457037	7.857980995	7.87036472	8.209453366	8.189824559	7.826548487	8.184875343	7.686500527
Sept1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Diff6	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pnutl3	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acvrl1	2	1	2	2.807354922	1.584962501	2.807354922	0	0	1.584962501	2	0	2	1.584962501	0	1	1	1	1.584962501
Acvrlk1	2	1	2	2.807354922	1.584962501	2.807354922	0	0	1.584962501	2	0	2	1.584962501	0	1	1	1	1.584962501
Alk-1	2	1	2	2.807354922	1.584962501	2.807354922	0	0	1.584962501	2	0	2	1.584962501	0	1	1	1	1.584962501
Grasp	0	1	2	0	0	0	1.584962501	0	0	0	0	1.584962501	0	0	1.584962501	0	0	0
MNCb-4428	0	1	2	0	0	0	1.584962501	0	0	0	0	1.584962501	0	0	1.584962501	0	0	0
Acvr1b	3.807354922	3.807354922	4.523561956	4.392317423	3.321928095	3.459431619	4.247927513	3.700439718	2	3.700439718	3.169925001	3.169925001	3	4.247927513	4.087462841	4	3.584962501	3.700439718
Tom1l2	4.754887502	4.64385619	5.169925001	4.169925001	4.523561956	3.459431619	3.459431619	3.584962501	4	3.459431619	3.321928095	4.247927513	2.807354922	3.584962501	3.321928095	2.584962501	3.169925001	3
Gpa33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Znf385a	2.321928095	1	1.584962501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hzf	2.321928095	1	1.584962501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp385a	2.321928095	1	1.584962501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Itga5	2.584962501	3.321928095	2.807354922	2.584962501	2	1.584962501	1	2	2	2	1.584962501	1	2	0	2.584962501	0	2.807354922	0
Gabra2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mCG_126643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wdr77	1.584962501	2.321928095	2	2	1.584962501	1	1.584962501	1.584962501	1	1.584962501	1.584962501	1.584962501	0	0	0	0	1	1.584962501
Mep50	1.584962501	2.321928095	2	2	1.584962501	1	1.584962501	1.584962501	1	1.584962501	1.584962501	1.584962501	0	0	0	0	1	1.584962501
Adora3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atp5f1	8.016808288	7.832890014	8.033423002	7.839203788	8.312882955	7.948367232	7.348728154	7.348728154	7.357552005	7.523561956	6.87036472	7.523561956	7.417852515	7.392317423	7.276124405	7	7.607330314	6.942514505
mCG_10745	8.016808288	7.832890014	8.033423002	7.839203788	8.312882955	7.948367232	7.348728154	7.348728154	7.357552005	7.523561956	6.87036472	7.523561956	7.417852515	7.392317423	7.276124405	7	7.607330314	6.942514505
Sox9	0	1	1.584962501	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Sox-9	0	1	1.584962501	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Hnrnpd	5.209453366	5.209453366	4.169925001	4.169925001	4.087462841	4.321928095	2.807354922	3.700439718	3.906890596	3.459431619	3.807354922	3.459431619	3.321928095	3.700439718	2	3	3	2.584962501
Auf1	5.209453366	5.209453366	4.169925001	4.169925001	4.087462841	4.321928095	2.807354922	3.700439718	3.906890596	3.459431619	3.807354922	3.459431619	3.321928095	3.700439718	2	3	3	2.584962501
Hnrpd	5.209453366	5.209453366	4.169925001	4.169925001	4.087462841	4.321928095	2.807354922	3.700439718	3.906890596	3.459431619	3.807354922	3.459431619	3.321928095	3.700439718	2	3	3	2.584962501
C1d	2.584962501	3.584962501	2.321928095	1.584962501	2.807354922	2.807354922	1.584962501	0	1	2	1.584962501	2.321928095	0	0	2	0	2.321928095	2
Suncor	2.584962501	3.584962501	2.321928095	1.584962501	2.807354922	2.807354922	1.584962501	0	1	2	1.584962501	2.321928095	0	0	2	0	2.321928095	2
Gm2a	1.584962501	2.584962501	2.584962501	2	2	0	0	1	0	1	0	0	0	0	0	0	1.584962501	0
mCG_1434	1.584962501	2.584962501	2.584962501	2	2	0	0	1	0	1	0	0	0	0	0	0	1.584962501	0
Krit1	3.906890596	3.584962501	3.584962501	2.321928095	2.584962501	2.321928095	1.584962501	0	1.584962501	2	2.807354922	1.584962501	3	2.584962501	2	1	2.807354922	1
Ccm1	3.906890596	3.584962501	3.584962501	2.321928095	2.584962501	2.321928095	1.584962501	0	1.584962501	2	2.807354922	1.584962501	3	2.584962501	2	1	2.807354922	1
Clcn4	4.754887502	4.087462841	3.321928095	3.807354922	3.584962501	3.584962501	2.321928095	3	3.321928095	3.321928095	2.321928095	3.584962501	2.321928095	2.807354922	3.321928095	0	3.169925001	2.321928095
Clc4	4.754887502	4.087462841	3.321928095	3.807354922	3.584962501	3.584962501	2.321928095	3	3.321928095	3.321928095	2.321928095	3.584962501	2.321928095	2.807354922	3.321928095	0	3.169925001	2.321928095
Clcn4-2	4.754887502	4.087462841	3.321928095	3.807354922	3.584962501	3.584962501	2.321928095	3	3.321928095	3.321928095	2.321928095	3.584962501	2.321928095	2.807354922	3.321928095	0	3.169925001	2.321928095
Vmn2r88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Grm6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gprc1f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mglur6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sema4f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Semaw	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hk2	4.807354922	5.169925001	5.044394119	4.584962501	5.044394119	5.044394119	3.584962501	4.169925001	3.700439718	4.64385619	4	4.459431619	4.321928095	4	4.807354922	3.169925001	4.169925001	3
Myo18a	5.672425342	5.754887502	5.672425342	5.044394119	4.906890596	5.392317423	4.64385619	4.700439718	4.857980995	4.64385619	4.392317423	5.285402219	4.700439718	4.754887502	4.087462841	4.087462841	4.321928095	4.169925001
Myspdz	5.672425342	5.754887502	5.672425342	5.044394119	4.906890596	5.392317423	4.64385619	4.700439718	4.857980995	4.64385619	4.392317423	5.285402219	4.700439718	4.754887502	4.087462841	4.087462841	4.321928095	4.169925001
Sez6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Kiaa4158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Haao	1.584962501	2.321928095	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Cd52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cdw52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mb7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Abhd15	5.64385619	5.95419631	4.584962501	4.392317423	4.392317423	4.087462841	4.523561956	4.321928095	5.247927513	5.044394119	4.754887502	4	5.169925001	4.523561956	4.169925001	4.64385619	4.584962501	4
Hoxb6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hox-2.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hoxb-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Loxl3	7.209453366	7.312882955	7.087462841	7.294620749	7.584962501	7.139551352	6.832890014	7.303780748	7.17990909	7.247927513	6.741466986	6.820178962	6.942514505	7.247927513	7.247927513	6.942514505	7.294620749	6.988684687
Lor2	7.209453366	7.312882955	7.087462841	7.294620749	7.584962501	7.139551352	6.832890014	7.303780748	7.17990909	7.247927513	6.741466986	6.820178962	6.942514505	7.247927513	7.247927513	6.942514505	7.294620749	6.988684687
Tcl1b5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mCG_1150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Btn1a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mCG_7738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kat2b	4.523561956	4.321928095	4.392317423	3.459431619	4.247927513	3	2.584962501	2.584962501	3.321928095	3.700439718	3.321928095	3.700439718	2.807354922	4.087462841	3.169925001	1.584962501	2.807354922	2
Rab5b	4.392317423	3.700439718	3.169925001	2.321928095	3.906890596	2.584962501	1.584962501	0	2.807354922	3.584962501	1.584962501	2.321928095	1.584962501	1.584962501	1	1	1	1.584962501
mCG_18696	4.392317423	3.700439718	3.169925001	2.321928095	3.906890596	2.584962501	1.584962501	0	2.807354922	3.584962501	1.584962501	2.321928095	1.584962501	1.584962501	1	1	1	1.584962501
Cryba1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mCG_10833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dnmt3l	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aire	1.584962501	0	1	0	1	0	0	1	1	1.584962501	0	0	1.584962501	1.584962501	0	1.584962501	0	1
Icoslg	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B7h2	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B7rp1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Icosl	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spg7	3.906890596	3	3.459431619	3.700439718	3.906890596	3.906890596	3.169925001	2.807354922	3.700439718	3.169925001	2.807354922	2.807354922	3.906890596	3.321928095	3.169925001	2.321928095	3	2
Sult5a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rpl13	5.247927513	5.459431619	4	4.392317423	4.321928095	4	3	3.906890596	3.459431619	3.169925001	2.584962501	2.807354922	2.584962501	2	2.584962501	3	3.459431619	2.807354922
Chmp1a	4.64385619	4.857980995	3.459431619	3	3.169925001	2.584962501	2.321928095	2.584962501	2.584962501	3.169925001	2	1.584962501	2	2	2.321928095	0	3.584962501	2.321928095
Chmp1	4.64385619	4.857980995	3.459431619	3	3.169925001	2.584962501	2.321928095	2.584962501	2.584962501	3.169925001	2	1.584962501	2	2	2.321928095	0	3.584962501	2.321928095
Pcoln3	4.64385619	4.857980995	3.459431619	3	3.169925001	2.584962501	2.321928095	2.584962501	2.584962501	3.169925001	2	1.584962501	2	2	2.321928095	0	3.584962501	2.321928095
Rpa1	4.523561956	4.459431619	3.700439718	3.459431619	2	3	1.584962501	3.169925001	2.321928095	2	2.321928095	2.584962501	2.807354922	2	1	1.584962501	1.584962501	2.321928095
Serpinf1	3.700439718	3	2.807354922	4.247927513	3.169925001	2.807354922	0	2.321928095	1.584962501	1.584962501	2	3.169925001	1.584962501	2	1.584962501	0	2	1
Tubgcp3	3.584962501	2.584962501	1.584962501	0	1	0	0	1.584962501	0	0	1.584962501	1.584962501	1	0	1	0	1.584962501	0
Gcp3	3.584962501	2.584962501	1.584962501	0	1	0	0	1.584962501	0	0	1.584962501	1.584962501	1	0	1	0	1.584962501	0
Oprm1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Polr3d	2.321928095	2	2.584962501	2.321928095	0	2.321928095	1	1	2.321928095	1	1	1	0	1	1	1	1	0
Bn51t	2.321928095	2	2.584962501	2.321928095	0	2.321928095	1	1	2.321928095	1	1	1	0	1	1	1	1	0
Tcf7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tcf-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tcf1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ddx3x	6.491853096	6.266786541	5.977279923	5.285402219	5.087462841	5.392317423	4.459431619	4.392317423	4.459431619	5.357552005	4.807354922	4.169925001	5.044394119	5.321928095	4.584962501	4.754887502	4.754887502	4.087462841
Il12rb1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
